people	korean	original
16796	미구엘 레란	Miguel Rellan
16797	안토니오 레시네스	Antonio Resines
16799	미겔 에르모소	Miguel Hermoso
16801	전원석	
16802	이혜근	
16803	김학래	
16807	파멜라 브리톤	Pamela Britton
16808	린 바게트	Lynne Baggett
16809	제인 카츠마렉	Jane Kaczmarek
16813	캐서린 로마인	Katherine Romaine
16814	다이아나 플라허티	Dianna Flaherty
16815	타라 레이	Tara Leigh
16816	패트릭 반즈	Patrick Barnes
16817	맷 컬리스	Matt Kulis
16818	글렌 타카지안	Glenn Takakjian
16821	마르게리타 치아리	Margherita Chiari
16822	빅터 카발로	Victor Cavallo
16823	올림피아 칼리시	Olimpia Carlisi
16824	비토리오 카프리올리	Vittorio Caprioli
16825	돈 백키	Don Backy
16826	로라 모란테	Laura Morante
16827	우고 토그나지	Ugo Tognazzi
16829	폴 길포일	Paul Guilfoile
16830	존 데너	John Dehner
16831	찰스 버친스카이	Charles Buchinsky
16833	판코 코너	Pancho Kohner
16834	황남	
16835	양운	
16836	장일	
16837	석인수	
16841	이도련	
16842	양일민	
16846	스콧 폴린	Scott Paulin
16850	데프니 그레이	Daphne Grey
16851	브루스 로슨	Bruce Rosen
16852	비벌리 로버츠	Beverly Roberts
16853	요미 아비우단	Yomi Abioudan
16854	헨리 제프스	Henri Szeps
16855	캔디 레이몬드	Candy Raymond
16856	로버트 콜비	Robert Coleby
16857	이바 캔츠	Ivor Kants
16858	주디 모리스	Judy Morris
16859	니콜라스 하넨	Nicholas Hannen
16860	조프리 던	Geoffrey Dunn
16861	D.A. 클락-스미스	D.A. Clarke-Smith
16862	버디 베어	Buddy Baer
16866	윌프리드 하이드 화이트	Wilfrid Hyde-White
16867	베타 St. 존	Betta St. John
16868	욜란드 돈랜	Yolande Donlan
16869	고든 스콧	Gordon Scott
16870	H. 브루스 험버스톤	H. Bruce Humberstone
16873	프랭크 메릴	Frank Merrill
16874	페시 펨브로크	Percy Pembroke
16875	프랭크 휫슨	Frank Whitson
16876	루이즈 로라인	Louise Lorraine
16877	릴리안 워스	Lillian Worth
16878	로버트 F. 힐	Robert F. Hill
16881	바다 돌라	Badja Djola
16882	말콤 아터버리	Malcolm Atterbury
16886	에델 그리피즈	Ethel Griffies
16888	패트릭 리치우드	Patrick Richwood
16889	안드레아 엘슨	Andrea Elson
16890	크리스토퍼 다니엘 반즈	Christopher Daniel Barnes
16895	알렌 딘 스니더	Arlen Dean Snyder
16903	레오폴도 트리에스테	Leopoldo Trieste
16904	귀도 마나리	Guido Mannari
16905	테레사 앤 사보이	Teresa Ann Savoy
16906	존 스타이너	John Steiner
16907	프란체스코 게리어리	Francesco Guerrieri
16908	존 샤프	John Sharp
16909	리 몬타규	Lee Montague
16910	발렌티나 코르테스	Valentina Cortese
16911	니콜라스 윌럿	Nicholas Willatt
16912	마이클 피스트	Michael Feast
16913	케네스 크랜햄	Kenneth Cranham
16914	레이 로우슨	Leigh Lawson
16915	주디 보우커	Judi Bowker
16916	그레이엄 포크너	Graham Faulkner
16937	데이너	Dana
16940	리 메러디스	Lee Meredith
16941	리차드 벤자민	Richard Benjamin
16942	노엘 카워드	Noel Coward
16943	배질 시드니	Basil Sydney
16944	로널드 스콰이어	Ronald Squire
16945	캔틴플라스	Cantinflas
16960	레지날드 허들린	Reginald Hudlin
16963	빈센조 코르벨라	Vicenzo Corbella
16964	마리아 피아 루지	Maria Pia Luzi
16965	로지 마자쿠라티	Rosy Mazzacurati
16966	마이크 바카렐라	Mike Bacarella
16967	샐리 그레이시	Sally Gracie
16976	양사	
16977	밴 킨	Van Kin
16978	패트리샤 모리슨	Patricia Morison
16980	배질 라스본	Basil Rathbone
16981	로이 윌리엄 네일	Roy William Neill
16982	브랜든 마가트	Brandon Maggart
16984	수잔나 클렘	Susanna Clemm
16987	로버트 라이언	Robert Ryan
16992	블라디스로브 코발스키	Wladyslaw Kowalski
16993	제르지 구데코	Jerzy Gudejko
16994	알렉산더 바르디니	Aleksander Bardini
16995	칼리나 제드러식	Kalina Jedrusik
16996	핼리너 그리그라스제브스카	Halina Gryglaszewska
16997	샌드린 듀마스	Sandrine Dumas
16998	필립 볼터	Philippe Volter
17000	페기 드리어	Peggy Drier
17001	멜로디 토마스 스콧	Melody Thomas Scott
17002	파멜린 페르딘	Pamelyn Ferdin
17003	조 앤 해리스	Jo Ann Harris
17004	엘리자베스 하트먼	Elizabeth Hartman
17008	알렉스 스콧	Alex Scott
17009	에일린 브리톤	Aileen Britton
17010	크리스틴 아모르	Christine Amor
17011	셰릴 래드	Cheryl Ladd
17012	카멘 던칸	Carmen Duncan
17013	아드리안 카	Adrian Carr
17015	에드윈 포터	Edwin S. Porter
17016	베리 설리반	Barry Sullivan
17017	수잔 클라크	Susan Clark
17018	아브라함 폴론스키	Abraham Polonsky
17027	지네트 마티유	Ginette Mathieu
17028	지네트 가르신	Ginette Garcin
17029	앤 르투르노	Anne Letourneau
17030	장 피에르 바크리	Jean-Pierre Bacri
17031	티에리 포티누	Thierry Fortineau
17034	장-샤를레 타셀라	Jean-Charles Tacchella
17038	리처드 이스튼	Richard Easton
17042	왕학기	Wang Xue-Qi
17043	쑨춘	
17044	오약보	
17045	녹뢰	
17047	도나 에스크라	Donna Eskra
17048	안드레아 나베도	Andrea Navedo
17049	베니 니브즈	Benny Nieves
17050	스터링 머서 주니어	Sterling Macer Jr.
17052	브리트 리치	Britt Leach
17053	미첼 케네디	Michelle Kennedy
17054	크리스티나 케네디	Kristina Kennedy
17055	찰스 샤이어	Charles Shyer
17056	로버트 타운센드	Robert Townsend
17057	데니스 립스콤	Dennis Lipscomb
17058	데이비드 해리스	David Harris
17059	아돌프 캐서	Adolph Caesar
17060	하워드 E. 롤린스 주니어	Howard E. Rollins Jr.
17073	소니 그로소	Sonny Grosso
17074	캐슬린 네스비트	Cathleen Nesbitt
17075	찰스 밀로	Charles Milot
17082	실비 페넥	Sylvie Fennec
17083	앤 루셀	Anne Roussel
17084	호세 반 담	Jose Van Dam
17090	발레리 커틴	Valerie Curtin
17095	돈 네걸	Don Nagel
17096	폴 마르코	Paul Marco
17097	버드 오스본	Bud Osborne
17098	조지 백워	George Becwar
17099	하비 B. 던	Harvey B. Dunn
17100	로레타 킹	Loretta King
17101	토니 맥코이	Tony McCoy
17102	토르 존슨	Tor Johnson
17103	줄리앤 필립스	Julianne Phillips
17104	조엘 브룩스	Joel Brooks
17105	알리슨 리드	Alyson Reed
17110	올가 조지스-피코	Olga Georges-Picot
17111	자크 도니올-발크로즈	Jacques Doniol-Valcroze
17112	샤롯 알렉산드라	Charlotte Alexandra
17113	장-피에르 부비어	Jean-Pierre Bouvier
17115	움베르토 오르시니	Umberto Orsini
17116	조지 게터리	Georges Guetary
17117	오스카 레반트	Oscar Levant
17118	레슬리 카론	Leslie Caron
17119	빈센트 미넬리	Vincente Minnelli
17128	안토니 폰지니	Antony Ponzini
17129	크리스티앙 마르캉	Christian Marquand
17130	존 벡	John Beck
17131	김부선	김근희
17132	허버트 헤이우드	Herbert Heywood
17133	레이몬드 브라운	Raymond Brown
17134	포터 홀	Porter Hall
17135	프리츠 레이버	Fritz Leiber
17136	도널드 우즈	Donald Woods
17137	아니타 루이즈	Anita Louise
17138	조세핀 허친슨	Josephine Hutchinson
17139	데프니 레이드	Daphne Reid
17141	레이 베이커	Ray Baker
17142	데이비드 버니	David Birney
17144	랜스 슬로안	Lance Sloane
17145	킴 에븐슨	Kim Evenson
17157	빅터 폴레티	Victor Poletti
17158	마이테 나이어	Maite Nahyr
17159	마리안 라부다	Marian Labuda
17160	닐스 아르스트럽	Niels Arestrup
17161	이스트반 자보	Istvan Szabo
17162	리나 레이몬드	Lina Raymond
17163	빅터 모히카	Victor Mohica
17164	알레한드로 레이	Alejandro Rey
17165	린다 그로베너	Linda Grovenor
17166	샘 J. 존스	Sam J. Jones
17167	수잔나 달튼	Susanna Dalton
17168	크리스토퍼 메이어	Christopher Mayer
17174	엘렌 폴리	Ellen Foley
17175	산드라 웨이	Sandra Wey
17176	마르지오 호노라토	Marzio Honorato
17177	안토니오 브라보	Antonio Bravo
17178	루이스 베리스타인	Luis Beristain
17179	어구스토 베네디코	Augusto Benedico
17180	호세 바비에라	Jose Baviera
17181	자크린 안데르	Jacqueline Andere
17182	실비아 피날	Silvia Pinal
17183	윈디 샬	Windy Schaal
17184	존 팬코우	John Pankow
17185	데니스 볼리치카리스	Dennis Bolitsikaris
17186	험 크로닌	Hume Cronyn
17187	매튜 로빈스	Matthew Robbins
17188	제임스 핀레이슨	James Finlayson
17189	클라이드 쿡	Clyde Cook
17190	닐 해밀턴	Neil Hamilton
17191	리처드 바델메스	Richard Barthelmess
17196	장 마샤	Jean Marchat
17197	루시엔느 보가에	Lucienne Bogaert
17198	엘리나 라부르데트	Elina Labourdette
17199	마리아 카사레	Maria Casares
17200	폴 버나드	Paul Bernard
17201	브라이언 키이스	Brian Keith
17202	시드 제임스	Sid James
17205	에드 버나드	Ed Bernard
17206	빌리 베라	Billy Vera
17207	리 월리스	Lee Wallace
17208	팀 토머슨	Tim Thomerson
17209	페이지 프렌치	Paige French
17214	알랜 홀즈먼	Allan Holzman
17215	폴레트 맥윌리엄스	Paulette McWilliams
17216	피터 맥린	Peter MacLean
17217	조 드 윈터	Jo De Winter
17218	수지 코엘호	Susie Coelho
17219	해리 캐서	Harry Caesar
17220	샘 퍼스텐버그	Sam Firstenberg
17223	베니 쿨슨	Bernie Coulson
17224	테리 데이비드 멀리건	Terry David Mulligan
17225	피터 밴 노든	Peter Van Norden
17226	톰 오브라이언	Tom O'Brien
17227	앤 헌	Ann Hearn
17231	장 구주	Zhang Guozhu
17232	왕 주안	Wang Juan
17234	시드 캐서	Sid Caesar
17235	론 캐리	Ron Carey
17236	빈센트 아이리자리	Vincent Irizarry
17237	엘린 헤커트	Eleen Heckart
17238	보이드 건즈	Boyd Ganes
17239	김희아	
17240	데이비드 크로스비	David Crosby
17241	그레이엄 내쉬	Graham Nash
17242	알로 거스리	Arlo Guthrie
17243	컨트리 조 맥도널드	Country Joe McDonald
17244	조 카커	Joe Cocker
17245	조안 바에즈	Joan Baez
17246	리치 하벤스	Richie Havens
17247	마이클 워드라이	Michael Wadleigh
17251	스테판 슈나벨	Stefan Schnabel
17252	잭 모스	Jack Moss
17253	에드가 베리어	Edgar Barrier
17254	프랭크 레딕	Frank Readick
17255	유스터스 와이엇	Eustace Wyatt
17256	잭 듀런트	Jack Durant
17257	돌로레스 델 리오	Dolores del Rio
17258	노먼 포스터	Norman Foster
17259	홍 리	Hong Li
17260	히다리 톤페이	Tonpei Hidari
17261	조시안 레베크	Josiane Leveque
17262	장 폴 무엘	Jean-Paul Muel
17263	안드레 루이어	Andre Rouyer
17264	미첼 브루스	Michele Brousse
17265	장-프랑수아 가로드	Jean-Francois Garreaud
17266	미첼 부젠아	Michel Boujenah
17267	미리암 보이어	Myriam Boyer
17270	로우디 헤링톤	Rowdy Herrington
17272	캐롤라인 아로	Caroline Aaroh
17311	로이 쿠퍼	Roy Cooper
17331	에드위나 무어	Edwina Moore
17382	채드 에버렛	Chad Everett
17413	디나 마노프	Dinah Manoff
17426	메리 윅스	Mary Wickes
17439	메리 케이 플레이스	Mary Kay Place
17460	헨리 아탈	Henri Attal
17505	한인수	
17510	아이라 퍼스텐버그	Ira Furstenberg
17511	아드리아나 아스티	Adriana Asti
17512	루치아노 샐스	Luciano Salce
17513	란도 버잔카	Lando Buzzanca
17514	로산나 포데스타	Rossana Podesta
17515	마르코 비카리오	Marco Vicario
17516	유크 더 베어	Youk the Bear
17520	앨런 틸번	Alan Tilvern
17521	스터비 케이	Stubby Kaye
17524	해리 토우브	Harry Towb
17532	앨리스 워시번	Alice Washburn
17533	리오넬 브라함	Lionel Braham
17534	도로시 G. 커밍	Dorothy G. Cumming
17535	크레이튼 헤일	Creighton Hale
17536	마거릿 클락	Marguerite Clark
17538	윈드롭 에임즈	Winthrop Ames
17539	J. 시얼 더둘리	J. Searle Dawley
17540	아미 조한나 사카시츠	Amy Johanna Sakasitz
17541	레지나 테일러	Regina Taylor
17542	팻 콜린스	Pat Collins
17543	스타 저스퍼	Star Jasper
17544	몰리 프라이스	Molly Price
17545	아이다 터터로	Aida Turturro
17546	쉐릴 리	Sheryl Lee
17547	제이미 거츠	Jami Gertz
17548	데이비드 버튼 모리스	David Burton Morris
17551	조 앤 말로우	Jo Ann Marlowe
17552	베다 앤 보그	Veda Ann Borg
17553	모로니 올슨	Moroni Olsen
17554	앤 블라이스	Ann Blyth
17555	이브 아덴	Eve Arden
17556	자카리 스콧	Zachary Scott
17557	조안 크로포드	Joan Crawford
17562	이규형	
17563	세바스티안 모레노	Sebastian Moreno
17564	조시 예페스	Jose Yepes
17565	주안 안토니오 지메네즈	Juan Antonio Jimenez
17566	크리스티나 호요스	Cristina Hoyos
17567	파코 드 루시아	Paco De Lucia
17568	로라 델 솔	Laura Del Sol
17569	안토니오 가데스	Antonio Gades
17573	쿄 마치코	Machiko Kyo
17575	우에다 키치지로	Kichijiro Ueda
17576	카트린 루벨	Catherine Rouvel
17577	모린 커윈	Maureen Kerwin
17578	알렉산드라 스튜어트	Alexandra Stewart
17582	모리스 라미	Maurice Lamy
17583	크리스티안 크루거	Christiane Kruger
17584	프리츠 웨퍼	Fritz Wepper
17585	장 부이스	Jean Bouise
17586	피에르 졸리베	Pierre Jolivet
17592	미구엘란겔 수아레즈	Miguelangel Suarez
17593	조지 스탠포드 브라운	George Stanford Brown
17596	팟시 켈리	Patsy Kelly
17597	카렌 발렌틴	Karen Valentine
17602	브루스 빌슨	Bruce Bilson
17604	왕강	Wang Gang
17606	이구영	
17608	주아니타 무어	Juanita Moore
17609	크리스티 맥니콜	Kristy McNichol
17610	벌 아이브스	Burl Ives
17611	쉐릴린 펜	Sherilyn Fenn
17614	존 캐슬	John Castle
17615	안소니 하비	Anthony Harvey
17625	샌디 케년	Sandy Kenyon
17626	리얀 그레인저	Leeyan Granger
17627	웬디 브레이나드	Wendy Brainard
17628	리처드 바카리안	Richard Bakalyan
17629	레슬리 애커먼	Leslie Ackerman
17631	진 터프트	Gene Taft
17635	폴라 프렌티스	Paula Prentiss
17638	제이 C. 플리펜	Jay C. Flippen
17639	톰 나르디니	Tom Nardini
17640	두아인 히크먼	Dwayne Hickman
17641	마이클 컬런	Michael Callan
17642	냇 킹 콜	Nat King Cole
17647	이본느 와일더	Yvonne Wilder
17648	로버트 귈럼	Robert Guillaume
17649	제이 샌드리치	Jay Sandrich
17650	에드워드 제임스 올모스	Edward James Olmos
17653	페리 울프	Perry Wolff
17662	로버트 펄린	Robert Phalen
17663	토니 모런	Tony Moran
17664	브렌트 르 페이지	Brent Le Page
17665	데이비드 카일	David Kyle
17666	애덤 홀랜더	Adam Hollander
17667	피터 그리피스	Peter Griffith
17668	존 마이클 그레이엄	John Michael Graham
17669	닉 캐슬	Nick Castle
17670	브라이언 앤드류즈	Brian Andrews
17671	알 베리	Al Berry
17672	브래들리 샤크터	Bradley Schachter
17673	랠프 스트레이트	Ralph Strait
17674	스테이시 넬킨	Stacey Nelkin
17681	루이스 피처	Louis Fietcher
17684	프랑코 실바	Franco Silva
17685	리타 갬	Rita Gam
17686	멀코 엘리스	Mirko Ellis
17687	릭 바타글리아	Rik Battaglia
17688	안드레아 오렐리	Andrea Aureli
17690	카를로 루도비코 브라가글리아	Carlo Ludovico Bragaglia
17691	에드가 G. 울머	Edgar G. Ulmer
17696	피터 켄트	Peter Kent
17697	캐롤린 퍼디 고든	Carolyn Purdy-Gordon
17698	로버트 샘슨	Robert Sampson
17699	바바라 크램톤	Barbara Crampton
17705	로즈 레니 로즈	Rose Renee Roth
17706	피터 베링	Peter Berling
17707	테리 토르데	Teri Tordai
17708	장-클로드 부일리온	Jean-Claude Bouillion
17712	시지 로드먼드	Sigi Rothemund
17713	프랭크 마라든	Frank Maraden
17714	허먼 슘린	Herman Schumlin
17716	정하완	
17717	전운	
17718	존 전킨	John Junkin
17719	노먼 로싱톤	Norman Rossington
17720	링고 스타	Ringo Starr
17721	윌프리드 브람벨	Wilfrid Brambell
17722	폴 매카트니	Paul McCartney
17723	세드릭 영	Cedric Young
17724	제이슨 게드릭	Jason Gedrick
17726	리즈 커터	Lise Cutter
17727	벳시 브랜틀리	Betsy Brantley
17728	다니엘 데이비스	Daniel Davis
17729	페기 플레밍	Peggy Fleming
17730	프랑수아 라이첸버흐	Francois Reichenbach
17737	도널드 라이	Donald Wrye
17739	제니퍼 워렌	Jennifer Warren
17740	로즈마리 드 캠프	Rosemary De Camp
17741	제임스 벨	James Bell
17742	제임스 밀리칸	James Millican
17743	알렉스 니콜	Alex Nicol
17744	프랭크 러브조이	Frank Lovejoy
17745	준 앨리슨	June Allyson
17751	유지니우스 해크지에빅	Eugeniusz Haczkiewicz
17752	지리 스태니슬라브	Jiri Stanislav
17756	올가 발레리	Olga Valery
17757	리즈 부르뎅	Lise Bourdin
17758	밴 두드	Van Doude
17759	모리스 슈발리에	Maurice Chevalier
17761	말비나 폴로	Malvina Polo
17762	베티 모리시	Betty Morrissey
17763	찰스 K. 프렌치	Charles K. French
17764	리디아 노트	Lydia Knott
17765	칼 밀러	Carl Miller
17766	클라렌스 길다트	Clarence Geldart
17767	에드나 펄비안스	Edna Purviance
17789	러셀 콜린스	Russell Collins
17792	프랭크 오버튼	Frank Overton
17796	미르타 밀러	Mirta Miller
17797	노마 카스텔	Norma Kastel
17798	빅터 이즈라엘	Victor Israel
17799	마벨 에스카노	Mabel Escano
17800	에두아르도 칼보	Eduardo Calvo
17803	유지노 마틴	Eugenio Martin
17805	린다 에반스	Linda Evans
17806	윌리엄 위어드	William Wiard
17809	윌리엄 오리어리	William O'Leary
17814	이베트 미미오	Yvette Mimieux
17815	제로 모스텔	Zero Mostel
17820	리차드 B. 슐	Richard B. Shull
17826	휴 윌슨	Hugh Wilson
17831	마르조 고트너	Marjoe Gortner
17833	카일 T. 헤프너	Kyle T. Heffner
17837	콜린 클라이브	Colin Clive
17838	마릴린 해리스	Marilyn Harris
17839	리오넬 벨모어	Lionel Belmore
17840	프레더릭 커	Frederick Kerr
17841	존 볼즈	John Boles
17861	에디스 에반스	Edith Evans
17888	제럴딘 피처럴드	Geraldine Fitzgerald
17892	레나토 살바토리	Renato Salvatori
17920	존 마이허스	John Myhers
17953	제임스 알가	James Algar
17954	사무엘 암스트롱	Samuel Armstrong
17970	캐스린 코르델	Cathleen Cordell
17982	필립 브런즈	Philip Bruns
17998	프랭크 고쉰	Frank Gorshin
18008	헨리 버그맨	Henry Bergman
18014	던컨 라몽	Duncan Lamont
18025	다이안 프랭클린	Diane Franklin
18028	세비지 스티브 홀랜드	Savage Steve Holland
18038	댄 커티스	Dan Curtis
18072	크리스토퍼 라이델	Christopher Rydell
18087	데이비드 핸드	David Hand
18103	에두어드 프란즈	Eduard Franz
18112	켄 카펜터	Ken Carpenter
18129	안나 퀘일	Anna Quayle
